Date,AAG.BX,ADS.BX,ALR.BX,ALU.BX,AMAL.BX,ARAX.BX,ARCV.BX,ATB.BX,BAYN.BX,BMWG.BX,BNET.BX,BUCU.BX,BUCV.BX,CBC.BX,CEON.BX,COMI.BX,CONQ.BX,COTE.BX,COVB.BX,CPHA.BX,DAFR.BX,DAI.BX,DIGI.BX,DTE.BX,EBS.BX,EFO.BX,ELEL.BX,ELGS.BX,FLAO.BX,FP.BX,GAOY.BX,HAI.BX,IARV.BX,IASX.BX,IMP.BX,IPRU.BX,LACT.BX,LCSI.BX,LHA.BX,LIH.BX,MAMA.BX,MCAB.BX,MECE.BX,NCHI.BX,NRF.BX,OIL.BX,PBK.BX,PREB.BX,PRIB.BX,PRSN.BX,REFE.BX,RMAH.BX,RO2P.BX,ROAAB.BX,ROADISS.BX,ROAG.BX,ROALT.BX,ROALW.BX,ROAPP.BX,ROAQ.BX,ROAROBS.BX,ROARTE.BX,ROASC.BX,ROAST.BX,ROBIO.BX,ROBIOW.BX,ROBONA.BX,ROBRD.BX,ROBRK.BX,ROBRNA.BX,ROBVB.BX,ROCAB.BX,ROCC.BX,ROCE.BX,ROCLAIM.BX,ROCMP.BX,ROEL.BX,SIF2.BX,ROFRB.BX,ROHUNT.BX,ROM.BX,ROMAM.BX,ROMILK.BX,ROONE.BX,ROPPL.BX,ROPTR.BX,ROREIT.BX,RORKOT.BX,RORRC.BX,ROSAFE.BX,ROSCD.BX,ROSFG.BX,ROSMTL.BX,ROSNN.BX,ROSNP.BX,ROSTZ.BX,ROTBK.BX,ROTBM.BX,ROTEL.BX,ROTLV.BX,ROWINE.BX,RPH.BX,SIF1.BX,SIF3.BX,SIF4.BX,SIF5.BX,SNG.BX,SNO.BX,STOF.BX,TGN.BX,TRP.BX,TSND.BX,TTS.BX,UARG.BX,VESY.BX,VNC.BX
1/17/2005,,19881696112,2027699090,,,,,257606776,62304593086,83166582683,,,10636886.47,27176793,,,,162352868.4,,,,1.10E+11,,2.52E+11,33365318772,70685171.27,,,8826422.15,,,,,,378292459.3,123360471.3,,,49692190097,,,,,,,191619553.2,499003478.4,,,,10583333.75,,,,,,9518969.549,,,,,29848131,,,99760842.77,,,6439368382,,,,,,5987717.105,,120591412,,423058014.2,,,,,,,23655564.58,14373282.05,,,250208270.9,,339823385.4,,,,25309112397,12252887.5,,161076919.1,,2412400469,,,,644364565.9,500362639.3,620777314,,60600820,,,,,,,,
1/18/2005,,20030180761,2047196062,,,,,279845864.5,62817749355,82572395221,,,10636886.47,29117992.5,,,,166625310.9,,,,1.12E+11,,2.52E+11,33320987296,76505875.33,,,8826422.15,,,,,,375531365.9,124002930.5,,,49694496807,,,,,,,191037123,517315747.6,,,,10583333.75,,,,,,9518969.549,,,,,30843068.7,,,99760842.77,,,6522996542,,,,,,5987717.105,,116701270.2,,430844358,,,,,,,23655564.58,14836747.86,,,243322311.9,,375265417.7,,,,26813261027,12429184.95,,162554689,,2524083448,,,,660746715.9,508433004.5,643983942.5,,60600820,,,,,,,,
1/19/2005,,20027387739,2066693034,,,,,294672539,62522602344,81557297393,,,10636886.47,29117992.5,,,,168049463.1,,,,1.12E+11,,2.55E+11,32784835477,73179758.73,,,8826422.15,,,,,,414188644.2,134925351.9,,,48661333654,,,,,,,192201983.5,540205633.6,,,,11641666.27,,,,,,9518969.549,,,,,38305101.45,,,108074500.8,,,6690252864,,,,,,5987717.105,,116701270.2,,446417045.7,,,,,,,24684058.74,15022301.09,,,243322311.9,,371095268,,,,27663481610,12693631.12,,161076919.1,,2591091231,,,,698971732.5,528608917.3,672992228.2,,61466546,,,,,,,,
1/20/2005,,20528190163,2047196062,,,,,287259509.5,64251834895,83477808186,,,10636886.47,29117992.5,,,,172321905.5,,,,1.14E+11,,2.62E+11,33036706740,79832568.98,,,8826422.15,,,,,,394860005.1,138780414.8,,,49576543586,,,,,,,189289832.2,572251654.1,,,,10583333.75,,,,,,9675859.562,,,,,36812694.9,,,121929918.9,,,6885385239,,,,,,5987717.105,,116701270.2,,441226149.8,,,,,,,24684058.74,16413254.9,,,250208270.9,,371095268,,,,26093925911,12561381.18,,166987998.7,,2591091231,,,,682589582.5,528608917.3,667190571.1,,61466546,,,,,,,,
1/21/2005,,20442898465,2027699090,,,,,294672539,65271337688,82320478913,,,8376545.768,29117992.5,,,,178018500.1,,,,1.13E+11,,2.61E+11,33634946729,81495627.29,,,9400923,,,,,,400383177.2,136210578.2,,,49080505485,,,,,,,186960111.2,599720057.8,,,,10583333.75,,,,,,9675859.562,,,,,30843068.7,,,135786355,,,7108393668,,,,,,5987717.105,,116701270.2,,451607941.6,,,,,,,24684058.74,16969636.42,,,270867529.9,,354416789.2,,,,27271110517,12869928.57,,178810157.9,,2635766428,,,,698971732.5,544749647.6,690397199.7,,61466546,,,,,,,,
1/24/2005,,20484233467,2203173171,,,,,294672539,64998483166,82347078441,,,8376545.768,29117992.5,,,,183715080.5,,,,1.13E+11,,2.59E+11,33736850979,78169510.68,,,9400923,,,,,,439040455.6,143920395.9,,,48503247899,,,,,,,196278995.3,631766078.4,,,,10583333.75,,,,,,9623562.891,,,,,30942562.47,,,138557235,,,7178083802,,,,,,5987717.105,,122147383.5,,477562421,,,,,,,24684058.74,19473353.27,,,286936610.3,,354416789.2,,,,29429187192,14015861.98,,183243467.6,,2814467214,,,,726275315.8,577031108.2,736810456.8,,64063724,,,,,,,,
1/25/2005,,20319312728,2105687644,,,,,289112459.1,64297685882,82001068036,,,8376545.768,25623833.4,,,,182290942.5,,,,1.12E+11,,2.56E+11,33921678412,83158685.59,,,9400923,,,,,,419711816.4,164480628.5,,,47921351525,,,,,,,195696565,631766078.4,,,,10583333.75,,,,,,9518969.549,,,,,30843068.7,,,138557235,,,6969013400,,,,,,5987717.105,,122147383.5,,482753316.8,,,,,,,26741047.07,20400563.08,,,280049269.2,,354416789.2,,,,28971409029,13663267.08,,178810157.9,,2792124604,,,,715353882.5,577031108.2,754215428.2,,61899409,,,,,,,,
1/26/2005,,20207226124,1969207507,,,,,289112459.1,64166637304,80242933775,,,8376545.768,25623833.4,,,,182290942.5,,,,1.10E+11,,2.60E+11,33887905449,86485379.24,,,9400923,,,,,,405905364,154200358.2,,,48723332504,,,,,,,186960111.2,627188011.1,,,,10583333.75,,,,,,9675859.562,,,,,30345599.85,,,130243577,,,6815695105,,,,,,5987717.105,,120591412,,469776077.1,,,,,,,26741047.07,19658906.51,,,282345049.6,,350247346.3,,,,27663481610,13222523.46,,172899078.3,,2725116821,,,,698971732.5,560890377.9,736810456.8,,60600820,,,,,,,,
1/27/2005,,19785147972,1969207507,,,,,277992914.9,63705563668,80606043646,,,8376545.768,26788553.1,,,,180866790.3,,,,1.10E+11,,2.59E+11,34245925548,83158685.59,,,9400923,,,,,,405905364,154200358.2,,,48463330402,,,,,,,192201983.5,622609943.8,,,,10583333.75,,,,,,9571266.22,,,,,30345599.85,,,127472697,,,6746004971,,,,,,7096572.652,,119813426.3,,482753316.8,,,,,,,26741047.07,19195162.51,,,284640830,,350247346.3,,,,27140296377,13663267.08,,180287927.8,,2702774211,,,,715353882.5,564925560.5,760017085.3,,60600820,,,,,,,,
1/28/2005,,19755532072,1969207507,,,,,283552379.3,64258407546,79878056969,,,8376545.768,26788553.1,,,,182290942.5,,,,1.10E+11,,2.58E+11,33666544481,91474554.15,,,9400923,,,,,,414188644.2,156770502.8,,,49097201887,,,,,,,189289832.2,627188011.1,,,,10583333.75,,,,,,9518969.549,,,,,29848131,,,146870893.1,,,6676314837,,,,,,7392256.037,,122147383.5,,487944212.7,,,,,,,26741047.07,19009609.27,,,282345049.6,,350247346.3,,,,27401853330,13883665.75,,177332388,,2725116821,,,,731736032.4,568960743.1,771620399.6,,60600820,,,,,,,,
1/31/2005,,19713661680,1988704480,,,,,281699429.6,66672964751,79734380321,,,8376545.768,27565032.9,,,,182290942.5,,,,1.11E+11,,2.61E+11,33366717046,90643025,,,8356376,,,,,,444562642.4,161910483.9,,,50545767239,,,,,,,187542541.5,622609943.8,,,,10583333.75,,,,,,9675859.562,,,,,30345599.85,,,155183533.2,,,6606624703,,,,,,7392256.037,,129927454,,506112348.3,,,,,,,26741047.07,19473353.27,,,273163310.3,,350247346.3,,,,27140296377,14324409.37,,177332388,,2702774211,,,,737196749.1,572995925.7,777422056.8,,61466546,,,,,,,,
2/1/2005,,19818405062,2008202117,,,,,289112459.1,67776616162,81403901848,,,8376545.768,27565032.9,,,,185139232.7,,,,1.12E+11,,2.60E+11,33395071098,93137612.45,,,8356376,,,,,,463892266.9,172190446.2,,,50844559854,,,,,,,188707402,640922213,,,,11641666.27,,,,,,10094289.2,,,,,31738512.63,,,163497191.2,,,6704190891,,,,,,7392256.037,,141597666.2,,539853171.5,,,,,,,26741047.07,20400563.08,,,268571749.5,,350247346.3,,,,27467260400,15646640.23,,178810157.9,,2769792017,,,,748118182.4,593171838.5,789025371,,62332272,,,,,,,,
2/2/2005,,19661978254,2047196062,,,,,292818973.9,66928781180,80496974178,,,8376545.768,29117992.5,,,,179442638.1,,,,1.13E+11,,2.58E+11,33104291291,99790422.71,,,8356376,,,,,,469414453.7,185040553,,,50958049322,,,,,,,188707402,654655964.4,,,,11641666.27,,,,,,10983426.4,,,,,34325350.65,,,157955431.2,,,6801757078,,,,,,7687939.422,,147821765.2,,581380338.6,,,,,,,26741047.07,21791516.88,,,275459090.6,,354416789.2,,,,27728888680,16528127.47,,180287927.8,,2836799800,,,,797264632.4,625453299.1,818033656.7,,62332272,,,,,,,,
2/3/2005,,19677535746,2027699090,,,,,292818973.9,66370332123,80434615207,,,8376545.768,28729752.6,,,,179442638.1,,,,1.12E+11,,2.56E+11,33001848840,111432984.9,,,8356376,,,,,,508071732,204315559.3,,,50619670704,,,,,,,190454692.7,645499829.8,,,,10715625.85,,,,,,10983426.4,,,,,33827881.8,,,144098995.1,,,6885385239,,,,,,8131378.794,,159491764.4,,612525713.8,,,,,,,26741047.07,21884432.6,,,275459090.6,,354416789.2,,,,27859631493,17101121.04,,181765697.7,,2903807583,,,,835489649,690016220.3,858645256.7,,61466546,,,,,,,,
2/4/2005,,19860853284,2027699090,,,,,285405944.4,68440837089,81286169625,,,8376545.768,29117992.5,,,,179442638.1,,,,1.14E+11,,2.59E+11,34072939689,114759101.5,,,8356376,,,,,,497027358.5,192750678.7,,,51453024732,,,,,,,186377681,631766078.4,,,,10847917.95,,,,,,10460403.42,,,,,32832944.1,,,144098995.1,,,6941137346,,,,,,8427062.179,,156379821.4,,617716609.7,,,,,,,26741047.07,21884432.6,,,277753488.9,,348162978.2,,,,27990445633,17409668.43,,183243467.6,,2926150193,,,,813646782.3,702121768.1,835438628.2,,64063724,,,,,,,,
2/7/2005,,19927518210,1969207507,,,,,285405944.4,69215394007,82055673292,,,8708954.287,26788553.1,,,,176594347.9,,,,1.14E+11,,2.60E+11,33792242517,113096043.2,,,8356376,,,,,,491504186.3,192750678.7,,,52064282168,,,,,,,184630390.2,631766078.4,,,,12170834.67,,,,,,10669608.86,,,,,32832944.1,,,149641773.1,,,6969013400,,,,,,8427062.179,,155601835.7,,612525713.8,,,,,,,27426736.36,22162623.36,,,266275969.2,,354416789.2,,,,27336446260,17189269.76,,183243467.6,,2948482780,,,,813646782.3,698086585.5,835438628.2,,64496587,,,,,,,,
2/8/2005,,19783036223,1871721981,,,,,270579885.3,68370924577,81094321482,,,8708954.287,27176793,,,,176594347.9,,,,1.14E+11,,2.57E+11,33562632490,102285587.2,,,8356376,,,,,,461130188.1,192750678.7,,,51463640949,,,,,,,174729075.9,599720057.8,,,,12170834.67,,,,,,10460403.42,,,,,32832944.1,,,155183533.2,,,6759942998,,,,,,9609795.719,,144709609.2,,612525713.8,,,,,,,27426736.36,20586116.31,,,259390010.2,,335653942.4,,,,26028518841,15867038.9,,181765697.7,,2769792017,,,,813646782.3,698086585.5,835438628.2,,65362313,,,,,,,,
2/9/2005,,19283671516,1754739482,,,,,248340181.4,68786432311,80367499783,,,8708954.287,27176793,,,,159504564,,,,1.13E+11,,2.55E+11,33580335806,91474554.15,,,8356376,,,,,,425234003.2,192750678.7,,,51238966411,,,,,,,164245331.3,576829721.4,,,,12170834.67,,,,,,9937380.433,,,,,32832944.1,,,144098995.1,,,6550872596,,,,,,8427062.179,,136151553,,612525713.8,,,,,,,27426736.36,18546143.46,,,241026531.5,,333568867.5,,,,25832297631,14897349.22,,171421308.4,,2524083448,,,,797264632.4,657734759.7,777422056.8,,61033683,,,,,,,,
2/10/2005,,18618862876,1910716591,,,,,248340181.4,68949039057,79651748822,,,8110594.131,26012073.3,,,,166625310.9,,,,1.10E+11,,2.49E+11,32477438405,104780174.7,,,8356376,,,,,,436279362.2,192750678.7,,,49442558628,,,,,,,180553378.4,608875742,,,,10583333.75,,,,,,10460403.42,,,,,32832944.1,,,149641773.1,,,6759942998,,,,,,9609795.719,,152489679.6,,654052880.9,,,,,,,27426736.36,21142497.84,,,247912490.5,,346077903.3,,,,27336446260,17101121.04,,187676777.3,,2769792017,,,,884636098.9,734403228.7,841240285.3,,65795176,,,,,,,,
2/11/2005,,18614358162,1949710535,,,,,248340181.4,69250234779,79167328098,,,9972069.43,26206193.25,,,,170897753.3,,,,1.09E+11,,2.47E+11,32163294615,104780174.7,,,7938557.2,,,,,,450085814.6,192750678.7,,,50135781602,,,,,,,186377681,631766078.4,,,,10583333.75,,,,,,10460403.42,,,,,32832944.1,,,149641773.1,,,7108393668,,,,,,10644773.27,,150155722.4,,654052880.9,,,,,,,27426736.36,20400563.08,,,247912490.5,,348162978.2,,,,27467260400,17409668.43,,187676777.3,,2881474997,,,,884636098.9,734403228.7,841240285.3,,67526628,,,,,,,,
2/14/2005,,18119192248,1949710535,,,,,307308468.1,67563707227,76433960976,,,9972069.43,29117992.5,,,,166625310.9,,,,1.06E+11,,2.40E+11,31677157259,99790422.71,,,7834102.5,,,,,,452846907.9,194035597,,,48711419054,,,,,,,186960111.2,627188011.1,,,,10583333.75,,,,,,10460403.42,,,,,34822819.5,,,152412653.2,,,7665914740,,,,,,11531823.43,,152489679.6,,721534527.3,,,,,,,27426736.36,20400563.08,,,259390010.2,,350247346.3,,,,28775259146,17101121.04,,184721237.5,,3037833173,,,,982928998.8,815106880.2,928265142.4,,65795176,,,,,,,,
2/15/2005,,19246676105,1949710535,,,,,313374009.7,71205472823,80886261388,,,10104983.2,27953272.8,,,,163777020.7,,,,1.12E+11,,2.54E+11,33544747834,102285587.2,,,7834102.5,,,,,,439040455.6,199175578.2,,,51890077894,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,10878814.3,,,,,33827881.8,,,149641773.1,,,7387154204,,,,,,10053406.5,,155601835.7,,690389152,,,,,,,27426736.36,19844181.55,,,261685790.6,,352332421.2,,,,28775259146,16528127.47,,195065626.8,,3060165759,,,,966546848.8,798966149.9,893455199.6,,64929450,,,,,,,,
2/16/2005,,20275372700,2005875653,,,,,311351938.7,73684008444,83868293964,,,10104983.2,27953272.8,,,,162352868.4,,,,1.17E+11,,2.65E+11,34688860667,102285587.2,,,7834102.5,,,,,,439040455.6,191465760.4,,,53659765630,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,10878814.3,,,,,31838006.4,,,149641773.1,,,7456844338,,,,,,11531823.43,,155601835.7,,731916319.1,,,,,,,27426736.36,19844181.55,,,261685790.6,,352332421.2,,,,29429187192,16528127.47,,198021166.6,,3037833173,,,,1004771865,798966149.9,928265142.4,,64929450,,,,,,,,
2/17/2005,,19514669011,2069219383,,,,,301242926.5,71743056632,80609934916,,,9307252.391,27953272.8,,,,162352868.4,,,,1.12E+11,,2.52E+11,33372729374,102285587.2,,,8356376,,,,,,439040455.6,191465760.4,,,51194018118,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,10878814.3,,,,,30843068.7,,,146870893.1,,,7247773936,,,,,,1028.463948,,155601835.7,,726725423.2,,,,,,,27426736.36,19844181.55,,,261685790.6,,352332421.2,,,,29429187192,16528127.47,,195065626.8,,3015500586,,,,1010232582,815106880.2,922463485.3,,64929450,,,,,,,,
2/18/2005,,19070531471,1984761317,,,,,291134585.5,70794204743,78350141295,,,8642435.352,27953272.8,,,,160928716.2,,,,1.09E+11,,2.43E+11,32456909867,102285587.2,,,7102919.6,,,,,,439040455.6,176045509,,,48980773784,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,10878814.3,,,,,29848131,,,149641773.1,,,7456844338,,,,,,1028.463948,,155601835.7,,721534527.3,,,,,,,27426736.36,19844181.55,,,261685790.6,,352332421.2,,,,29429187192,16528127.47,,196543396.7,,3037833173,,,,999311148.8,831247610.5,922463485.3,,64929450,,,,,,,,
2/21/2005,,18891073553,1984761317,,,,,301242926.5,70116793071,77676043791,,,8642435.352,6328310.37,,,,168049463.1,,,,1.08E+11,,2.40E+11,32030906218,102285587.2,,,7102919.6,,,,,,439040455.6,185040553,,,48259080485,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,13023202.91,,,,,29848131,,,149641773.1,,,7805295008,,,,,,11827506.81,,155601835.7,,705961839.7,,,,,,,27426736.36,19844181.55,,,261685790.6,,352332421.2,,,,30083186565,16528127.47,,195065626.8,,3104840956,,,,977468282.1,823177245.3,905058513.8,,12033591.4,,,,,,,,
2/22/2005,,19059752474,2026989990,,,,,303264997.5,70684583755,78511116855,,,8908386.988,6328310.37,,,,166625310.9,,,,1.10E+11,,2.43E+11,32775924156,102285587.2,,,8147466.6,,,,,,414188644.2,181185490.2,,,48768199828,,,,,,,182883099.4,627188011.1,,,,10583333.75,,,,,,13023202.91,,,,,29450155.92,,,146870893.1,,,8014365410,,,,,,11236140.04,,163381906.2,,726725423.2,,,,,,,27426736.36,19287800.03,,,263981570.9,,356501864.1,,,,31325778241,17189269.76,,195065626.8,,3127183566,,,,993850432.1,839317975.6,928265142.4,,62332272,,,,,,,,
2/23/2005,,18877876979,2048104326,,,,,303264997.5,69451666107,78155810934,,,8908386.988,29117992.5,,,,166625310.9,,,,1.09E+11,,2.43E+11,32432988331,103948645.5,,,8147466.6,,,,,,411427550.8,191465760.4,,,48839049492,,,,,,,185795250.7,608875742,,,,10583333.75,,,,,,13023202.91,,,,,30345599.85,,,146870893.1,,,8293125946,109100867.5,,,,,11383896.03,,163381906.2,,737107215,,,,,,,27426736.36,19473353.27,,,268571749.5,,354416789.2,,,,34334075500,19613386.53,,196543396.7,,3283541742,,,,1004771865,879669801.4,939868456.7,,62332272,,,,,,,,
2/24/2005,,18625301826,2026989990,,,,,293155985.2,69458364779,77023738672,,,8908386.988,27953272.8,,,,166625310.9,,,,1.07E+11,,2.39E+11,32806680095,99790422.71,,,7938557.2,,,,,,416950723,191465760.4,,,48067841820,,,,,,,183465529.7,618031876.5,,,,10715625.85,,,,,,10721905.53,,,,,29848131,,,146870893.1,,,8153745678,115110674.1,,,,,11827506.81,,164159891.9,,737107215,,,,,,,27426736.36,19287800.03,,,275459090.6,,350247346.3,,,,33353112104,22478300.63,,196543396.7,,3372892135,,,,1026614732,895810531.7,957273428.1,,62332272,,,,,,,,
2/25/2005,,18605994587,1984761317,,,,,299221526.8,70287103008,77578349505,,,9972069.43,27953272.8,,,,166625310.9,,,,1.08E+11,,2.42E+11,34550659416,99790422.71,,,7938557.2,,,,,,430756190,178615653.6,,,48813000725,,,,,,,183465529.7,608875742,,,,10715625.85,,,,,,10460403.42,,,,,31738512.63,,,144098995.1,,,7665914740,115110674.1,,,,,11679579.41,,160269750.1,,721534527.3,,,,,,,27426736.36,19287800.03,,,263981570.9,,350247346.3,,,,32699112730,20715272.44,,195065626.8,,3305874328,,,,1015693299,895810531.7,934066799.5,,61466546,,,,,,,,
2/28/2005,,18865192183,1963646980,,,,,297199455.8,69895224147,77758489735,,,9972069.43,27953272.8,,,,166625310.9,,,,1.08E+11,,2.41E+11,35129914746,89811495.84,,,7938557.2,,,,,,447323735.8,181185490.2,,,49547908897,,,,,,,183465529.7,590563923.3,,,,10715625.85,,,,,,9937380.433,,,,,29848131,,,141328115.1,,,7665914740,110718827.3,,,,,11827506.81,,154823850,,705961839.7,,,,,,,27426736.36,19102524.99,,,261685790.6,,348162978.2,,,,32045184685,20274528.82,,190632317.1,,3261199132,,,,999311148.8,863529071.1,916661828.1,,61466546,,,,,,,,
